,forecast,lower_ci_95,lower_ci_99,upper_ci_95,upper_ci_99
2042-05-01,465.18401579615045,421.6936339450904,421.6936339450904,508.67439764721047,508.67439764721047
2042-06-01,463.4843667858712,419.7655182090904,419.7655182090904,507.20321536265203,507.20321536265203
2042-07-01,462.1262576026554,418.1801300348993,418.1801300348993,506.0723851704115,506.0723851704115
2042-08-01,462.337158303475,418.16492114625294,418.16492114625294,506.5093954606971,506.5093954606971
2042-09-01,463.87507956837715,419.45971917283254,419.45971917283254,508.29043996392176,508.29043996392176
2042-10-01,465.3768511754729,420.71794477309436,420.71794477309436,510.0357575778514,510.0357575778514
2042-11-01,466.3307030119029,421.4295715891125,421.4295715891125,511.2318344346933,511.2318344346933
2042-12-01,467.02172707037715,421.8796703489895,421.8796703489895,512.1637837917648,512.1637837917648
2043-01-01,467.5500626003756,422.1683596020607,422.1683596020607,512.9317655986905,512.9317655986905
2043-02-01,467.9941996910224,422.37410928101167,422.37410928101167,513.6142901010331,513.6142901010331
2043-03-01,468.3600970858775,422.5028584968844,422.5028584968844,514.2173356748706,514.2173356748706
2043-04-01,468.4098904152958,422.3167237525667,422.3167237525667,514.5030570780249,514.5030570780249
2043-05-01,467.5619819281363,421.23408865649685,421.23408865649685,513.8898751997757,513.8898751997757
2043-06-01,465.86233291785703,419.3008963315731,419.3008963315731,512.423769504141,512.423769504141
2043-07-01,464.50422373464124,417.71040941093094,417.71040941093094,511.29803805835155,511.29803805835155
2043-08-01,464.71512443546084,417.6900806726618,417.6900806726618,511.7401681982599,511.7401681982599
2043-09-01,466.253045700363,418.9801098778045,418.9801098778045,513.5259815229215,513.5259815229215
2043-10-01,467.7548173074587,420.2335729252991,420.2335729252991,515.2760616896184,515.2760616896184
2043-11-01,468.70866914388876,420.94040694005577,420.94040694005577,516.4769313477218,516.4769313477218
2043-12-01,469.399693202363,421.38568399339,421.38568399339,517.413702411336,517.413702411336
2044-01-01,469.92802873236144,421.6695239206234,421.6695239206234,518.1865335440995,518.1865335440995
2044-02-01,470.37216582300823,421.8703978860583,421.8703978860583,518.8739337599582,518.8739337599582
2044-03-01,470.7380632178633,421.99424618067445,421.99424618067445,519.4818802550523,519.4818802550523
2044-04-01,470.78785654728165,421.80318643815315,421.80318643815315,519.7725266564102,519.7725266564102
2044-05-01,469.9399480601221,420.7156033509708,420.7156033509708,519.1642927692734,519.1642927692734
2044-06-01,468.24029904984286,418.77744108156134,418.77744108156134,517.7031570181243,517.7031570181243
2044-07-01,466.8821898666271,417.18196326021905,417.18196326021905,516.5824164730351,516.5824164730351
2044-08-01,467.09309056744667,417.15662362181894,417.15662362181894,517.0295575130745,517.0295575130745
2044-09-01,468.6310118323488,418.44197201393905,418.44197201393905,518.8200516507585,518.8200516507585
2044-10-01,470.13278343944455,419.6907603011197,419.6907603011197,520.5748065777694,520.5748065777694
2044-11-01,471.0866352758746,420.39289129616174,420.39289129616174,521.7803792555874,521.7803792555874
2044-12-01,471.7776593343488,420.83343827764753,420.83343827764753,522.72188039105,522.72188039105
2045-01-01,472.30599486434727,421.1125222387535,421.1125222387535,523.499467489941,523.499467489941
2045-02-01,472.75013195499406,421.3086154545953,421.3086154545953,524.1916484553927,524.1916484553927
2045-03-01,473.11602934984916,421.4276592821621,421.4276592821621,524.8043994175362,524.8043994175362
2045-04-01,473.1658226792675,421.2317723784529,421.2317723784529,525.0998729800821,525.0998729800821
2045-05-01,472.31791419210793,420.1393404185664,420.1393404185664,524.4964879656495,524.4964879656495
2045-06-01,470.6182651818287,418.1963085087502,418.1963085087502,523.0402218549073,523.0402218549073
2045-07-01,469.2601559986129,416.59594118608686,416.59594118608686,521.9243708111389,521.9243708111389
2045-08-01,469.4710566994325,416.5656930568983,416.5656930568983,522.3764203419667,522.3764203419667
2045-09-01,471.00897796433463,417.8464441156197,417.8464441156197,524.1715118130496,524.1715118130496
2045-10-01,472.5107495714304,419.09064091045354,419.09064091045354,525.9308582324072,525.9308582324072
2045-11-01,473.4646014078604,419.788153933336,419.788153933336,527.1410488823848,527.1410488823848
2045-12-01,474.15562546633464,420.224057552726,420.224057552726,528.0871933799433,528.0871933799433
2046-01-01,474.6839609963331,420.4984738087569,420.4984738087569,528.8694481839093,528.8694481839093
2046-02-01,475.1280980869799,420.6898759825633,420.6898759825633,529.5663201913965,529.5663201913965
2046-03-01,475.493995481835,420.80420639808926,420.80420639808926,530.1837845655807,530.1837845655807
2046-04-01,475.5437888112533,420.60358464199857,420.60358464199857,530.4839929805081,530.4839929805081
2046-05-01,474.69588032409376,419.5063972834436,419.5063972834436,529.8853633647439,529.8853633647439
2046-06-01,472.9962313138145,417.55859028870566,417.55859028870566,528.4338723389234,528.4338723389234
2046-07-01,471.63812213059873,415.9534290223872,415.9534290223872,527.3228152388102,527.3228152388102
2046-08-01,471.8490228314183,415.91836888724134,415.91836888724134,527.7796767755954,527.7796767755954
2046-09-01,473.38694409632046,417.1946019172623,417.1946019172623,529.5792862753786,529.5792862753786
2046-10-01,474.8887157034162,418.43428631884217,418.43428631884217,531.3431450879903,531.3431450879903
2046-11-01,475.84256753984624,419.12726206850675,419.12726206850675,532.5578730111857,532.5578730111857
2046-12-01,476.53359159832047,419.55860452261464,419.55860452261464,533.5085786740262,533.5085786740262
2047-01-01,477.0619271283189,419.8284366717136,419.8284366717136,534.2954175849243,534.2954175849243
2047-02-01,477.5060642189657,420.0152327115346,420.0152327115346,534.9968957263968,534.9968957263968
2047-03-01,477.8719616138208,420.12493584638133,420.12493584638133,535.6189873812604,535.6189873812604
2047-04-01,477.92175494323914,419.9196665105386,419.9196665105386,535.9238433759397,535.9238433759397
2047-05-01,477.0738464560796,418.81781208946387,418.81781208946387,535.3298808226953,535.3298808226953
2047-06-01,475.37419744580035,416.8653193357766,416.8653193357766,533.8830755558241,533.8830755558241
2047-07-01,474.01608826258456,415.25545437173173,415.25545437173173,532.7767221534374,532.7767221534374
2047-08-01,474.22698896340415,415.2156733302616,415.2156733302616,533.2383045965466,533.2383045965466
2047-09-01,475.7649102283063,416.4874637813582,416.4874637813582,535.0423566752544,535.0423566752544
2047-10-01,477.26668183540204,417.7227110409694,417.7227110409694,536.8106526298346,536.8106526298346
2047-11-01,478.2205336718321,418.41122621332954,418.41122621332954,538.0298411303346,538.0298411303346
2047-12-01,478.9115577303063,418.83808555361986,418.83808555361986,538.9850299069927,538.9850299069927
2048-01-01,479.43989326030476,419.1034129183047,419.1034129183047,539.7763736023048,539.7763736023048
2048-02-01,479.88403035095155,419.2856833375387,419.2856833375387,540.4823773643643,540.4823773643643
2048-03-01,480.24992774580664,419.39084081989694,419.39084081989694,541.1090146717164,541.1090146717164
2048-04-01,480.29972107522497,419.1810065750584,419.1810065750584,541.4184355753915,541.4184355753915
2048-05-01,479.4518125880654,418.07456873620845,418.07456873620845,540.8290564399224,540.8290564399224
2048-06-01,477.7521635777862,416.11747477718006,416.11747477718006,539.3868523783923,539.3868523783923
2048-07-01,476.3940543945704,414.5029915160222,414.5029915160222,538.2851172731185,538.2851172731185
2048-08-01,476.60495509539,414.45857575707987,414.45857575707987,538.7513344337001,538.7513344337001
2048-09-01,478.1428763602921,415.7259955135038,415.7259955135038,540.5597572070805,540.5597572070805
2048-10-01,479.64464796738787,416.95687732461556,416.95687732461556,542.3324186101602,542.3324186101602
2048-11-01,480.5984998038179,417.6410049229106,417.6410049229106,543.5559946847252,543.5559946847252
2048-12-01,481.2895238622921,418.06345538418645,418.06345538418645,544.5155923403978,544.5155923403978
2049-01-01,481.8178593922906,418.3243533565018,418.3243533565018,545.3113654280794,545.3113654280794
2049-02-01,482.2619964829374,418.50217463378704,418.50217463378704,546.0218183320877,546.0218183320877
2049-03-01,482.6278938777925,418.60286396171955,418.60286396171955,546.6529237938654,546.6529237938654
2049-04-01,482.6776872072108,418.3885432614973,418.3885432614973,546.9668311529243,546.9668311529243
2049-05-01,481.82977872005125,417.27760135327827,417.27760135327827,546.3819560868242,546.3819560868242
2049-06-01,480.130129709772,415.31598637431046,415.31598637431046,544.9442730452336,544.9442730452336
2049-07-01,478.7720205265562,413.69696578344076,413.69696578344076,543.8470752696717,543.8470752696717
2049-08-01,478.9829212273758,413.6479970040887,413.6479970040887,544.317845450663,544.317845450663
2049-09-01,480.52084249227795,414.91111464646553,414.91111464646553,546.1305703380904,546.1305703380904
2049-10-01,482.0226140993737,416.1376994068989,416.1376994068989,547.9075287918486,547.9075287918486
2049-11-01,482.97646593580373,416.8175090209023,416.8175090209023,549.1354228507051,549.1354228507051
2049-12-01,483.66748999427796,417.2356213159028,417.2356213159028,550.0993586726531,550.0993586726531
2050-01-01,484.1958255242764,417.4921616658796,417.4921616658796,550.8994893826732,550.8994893826732
2050-02-01,484.6399626149232,417.6656065660063,417.6656065660063,551.6143186638401,551.6143186638401
2050-03-01,485.0058600097783,417.7619014395083,417.7619014395083,552.2498185800483,552.2498185800483
2050-04-01,485.0556533391966,417.5431688623735,417.5431688623735,552.5681378160198,552.5681378160198
2050-05-01,484.2077448520371,416.42779828768516,416.42779828768516,551.987691416389,551.987691416389
2050-06-01,482.50809584175784,414.46173846460437,414.46173846460437,550.5544532189114,550.5544532189114
2050-07-01,481.14998665854205,412.8382574436909,412.8382574436909,549.4617158733931,549.4617158733931
2050-08-01,481.36088735936164,412.78481322065016,412.78481322065016,549.9369614980732,549.9369614980732
2050-09-01,482.8988086242638,414.04369426325144,414.04369426325144,551.7539229852761,551.7539229852761
2050-10-01,484.4005802313595,415.2660473124997,415.2660473124997,553.5351131502193,553.5351131502193
2050-11-01,485.35443206778956,415.94160537019906,415.94160537019906,554.7672587653801,554.7672587653801
2050-12-01,486.0454561262638,416.3554469542845,416.3554469542845,555.7354652982431,555.7354652982431
2051-01-01,486.57379165626224,416.6076981063764,416.6076981063764,556.539885206148,556.539885206148
2051-02-01,487.01792874690904,416.7768359673103,416.7768359673103,557.2590215265077,557.2590215265077
2051-03-01,487.38382614176413,416.8688065848427,416.8688065848427,557.8988456986856,557.8988456986856
2051-04-01,487.43361947118245,416.6457331391706,416.6457331391706,558.2215058031943,558.2215058031943
2051-05-01,486.5857109840229,415.52600566803767,415.52600566803767,557.6454163000082,557.6454163000082
2051-06-01,484.88606197374367,413.5555734864547,413.5555734864547,556.2165504610326,556.2165504610326
2051-07-01,483.5279527905279,411.92770519272614,411.92770519272614,555.1282003883296,555.1282003883296
2051-08-01,483.73885349134747,411.86985931286745,411.86985931286745,555.6078476698275,555.6078476698275
2051-09-01,485.2767747562496,413.12456641886877,413.12456641886877,557.4289830936304,557.4289830936304
2051-10-01,486.77854636334536,414.34275025325474,414.34275025325474,559.214342473436,559.214342473436
2051-11-01,487.7323981997754,415.01412024818734,415.01412024818734,560.4506761513634,560.4506761513634
2051-12-01,488.4234222582496,415.4237555577351,415.4237555577351,561.4230889587641,561.4230889587641
2052-01-01,488.9517577882481,415.6717828392349,415.6717828392349,562.2317327372613,562.2317327372613
2052-02-01,489.39589487889486,415.83667982959054,415.83667982959054,562.9551099281992,562.9551099281992
2052-03-01,489.76179227374996,415.92439315371325,415.92439315371325,563.5991913937867,563.5991913937867
2052-04-01,489.8115856031683,415.6970465507435,415.6970465507435,563.9261246555931,563.9261246555931
2052-05-01,488.96367711600874,414.57303059982905,414.57303059982905,563.3543236321884,563.3543236321884
2052-06-01,487.2640281057295,412.59829514048783,412.59829514048783,561.9297610709712,561.9297610709712
2052-07-01,485.9059189225137,410.9661092792495,410.9661092792495,560.8457285657779,560.8457285657779
2052-08-01,486.1168196233333,410.9039320346575,410.9039320346575,561.3297072120091,561.3297072120091
2052-09-01,487.65474088823544,412.15452521172995,412.15452521172995,563.1549565647409,563.1549565647409
2052-10-01,489.1565124953312,413.36859967979785,413.36859967979785,564.9444253108645,564.9444253108645
2052-11-01,490.1103643317612,414.03584237683265,414.03584237683265,566.1848862866898,566.1848862866898
2052-12-01,490.80138839023545,414.4413330444793,414.4413330444793,567.1614437359916,567.1614437359916
2053-01-01,491.3297239202339,414.6851989093567,414.6851989093567,567.9742489311111,567.9742489311111
2053-02-01,491.7738610108807,414.8459182600245,414.8459182600245,568.7018037617369,568.7018037617369
2053-03-01,492.1397584057358,414.92943825606255,414.92943825606255,569.350078555409,569.350078555409
2053-04-01,492.1895517351541,414.69788315490564,414.69788315490564,569.6812203154026,569.6812203154026
2053-05-01,491.34164324799457,413.56964403820757,413.56964403820757,569.1136424577816,569.1136424577816
2053-06-01,489.6419942377153,411.5906712327661,411.5906712327661,567.6933172426645,567.6933172426645
2053-07-01,488.28388505449954,409.95423431770183,409.95423431770183,566.6135357912972,566.6135357912972
2053-08-01,488.4947857553191,409.8877927699726,409.8877927699726,567.1017787406657,567.1017787406657
2053-09-01,490.03270702022127,411.1343295483032,411.1343295483032,568.9310844921393,568.9310844921393
2053-10-01,491.534478627317,412.34435202857486,412.34435202857486,570.7246052260591,570.7246052260591
2053-11-01,492.48833046374705,413.0075256505827,413.0075256505827,571.9691352769114,571.9691352769114
2053-12-01,493.1793545222213,413.408930700031,413.408930700031,572.9497783444115,572.9497783444115
2054-01-01,493.70769005221973,413.64869493115054,413.64869493115054,573.7666851732889,573.7666851732889
2054-02-01,494.1518271428665,413.805297144248,413.805297144248,574.498357141485,574.498357141485
2054-03-01,494.5177245377216,413.8846849953453,413.8846849953453,575.1507640800979,575.1507640800979
2054-04-01,494.56751786713994,413.6489832235495,413.6489832235495,575.4860525107304,575.4860525107304
2054-05-01,493.7196093799804,412.51658337793117,412.51658337793117,574.9226353820296,574.9226353820296
2054-06-01,492.01996036970115,410.53343623894216,410.53343623894216,573.5064845004601,573.5064845004601
2054-07-01,490.66185118648536,408.8928118260665,408.8928118260665,572.4308905469043,572.4308905469043
2054-08-01,490.87275188730496,408.8221700437855,408.8221700437855,572.9233337308244,572.9233337308244
2054-09-01,492.4106731522071,410.0647056383865,410.0647056383865,574.7566406660277,574.7566406660277
2054-10-01,493.91244475930284,411.27073120136964,411.27073120136964,576.554158317236,576.554158317236
2054-11-01,494.8662965957329,411.92989159891766,411.92989159891766,577.802701592548,577.802701592548
2054-12-01,495.5573206542071,412.32726762166345,412.32726762166345,578.7873736867507,578.7873736867507
2055-01-01,496.08565618420556,412.562987513932,412.562987513932,579.6083248544792,579.6083248544792
2055-02-01,496.52979327485235,412.71553055180163,412.71553055180163,580.3440559979031,580.3440559979031
2055-03-01,496.89569066970745,412.7908448532336,412.7908448532336,581.0005364861813,581.0005364861813
2055-04-01,496.94548399912577,412.551055605913,412.551055605913,581.3399123923385,581.3399123923385
2055-05-01,496.0975755119662,411.4145547945792,411.4145547945792,580.7805962293533,580.7805962293533
2055-06-01,494.397926501687,409.42729362287747,409.42729362287747,579.3685593804964,579.3685593804964
2055-07-01,493.0398173184712,407.7825425214264,407.7825425214264,578.297092115516,578.297092115516
2055-08-01,493.2507180192908,407.7077617941802,407.7077617941802,578.7936742444014,578.7936742444014
2055-09-01,494.7886392841929,408.9463492531383,408.9463492531383,580.6309293152475,580.6309293152475
2055-10-01,496.2904108912887,410.1484308092521,410.1484308092521,582.4323909733253,582.4323909733253
2055-11-01,497.2442627277187,410.80363161519,410.80363161519,583.6848938402475,583.6848938402475
2055-12-01,497.93528678619293,411.19703293121523,411.19703293121523,584.6735406411706,584.6735406411706
2056-01-01,498.4636223161914,411.4287634578648,411.4287634578648,585.498481174518,585.498481174518
2056-02-01,498.9077594068382,411.57730291446023,411.57730291446023,586.2382158992161,586.2382158992161
2056-03-01,499.2736568016933,411.6485998496696,411.6485998496696,586.898713753717,586.898713753717
2056-04-01,499.3234501311116,411.4047798697634,411.4047798697634,587.2421203924598,587.2421203924598
2056-05-01,498.47554164395206,410.2642353663441,410.2642353663441,586.68684792156,586.68684792156
2056-06-01,496.7758926336728,408.27291793858143,408.27291793858143,585.2788673287641,585.2788673287641
2056-07-01,495.417783450457,406.6240984016482,406.6240984016482,584.2114684992658,584.2114684992658
2056-08-01,495.6286841512766,406.54523743343407,406.54523743343407,584.7121308691192,584.7121308691192
2056-09-01,497.16660541617875,407.7799277735575,407.7799277735575,586.5532830587999,586.5532830587999
2056-10-01,498.6683770232745,408.9781162084489,408.9781162084489,588.3586378381001,588.3586378381001
2056-11-01,499.62222885970453,409.62940897902195,409.62940897902195,589.6150487403871,589.6150487403871
2056-12-01,500.31325291817876,410.01888778323513,410.01888778323513,590.6076180531223,590.6076180531223
2057-01-01,500.8415884481772,410.24668174714867,410.24668174714867,591.4364951492058,591.4364951492058
2057-02-01,501.285725538824,410.3912710038327,410.3912710038327,592.1801800738153,592.1801800738153
2057-03-01,501.6516229336791,410.45860450431053,410.45860450431053,592.8446413630477,592.8446413630477
2057-04-01,501.7014162630974,410.2108082461829,410.2108082461829,593.1920242800119,593.1920242800119
2057-05-01,500.8535077759379,409.0662750017102,409.0662750017102,592.6407405501656,592.6407405501656
2057-06-01,499.15385876565864,407.0709567403883,407.0709567403883,591.236760790929,591.236760790929
2057-07-01,497.79574958244285,405.418124637711,405.418124637711,590.1733745271747,590.1733745271747
2057-08-01,498.00665028326245,405.3352397221962,405.3352397221962,590.6780608443287,590.6780608443287
2057-09-01,499.5445715481646,406.56608205335283,406.56608205335283,592.5230610429763,592.5230610429763
2057-10-01,501.04634315526033,407.76042635190305,407.76042635190305,594.3322599586177,594.3322599586177
2057-11-01,502.00019499169036,408.40786069582526,408.40786069582526,595.5925292875554,595.5925292875554
2057-12-01,502.6912190501646,408.7934671917999,408.7934671917999,596.5889709085293,596.5889709085293
2058-01-01,503.21955458016305,409.01737536353824,409.01737536353824,597.4217337967879,597.4217337967879
2058-02-01,503.66369167080984,409.15806573104277,409.15806573104277,598.1693176105769,598.1693176105769
2058-03-01,504.02958906566494,409.22148762188937,409.22148762188937,598.8376905094406,598.8376905094406
2058-04-01,504.07938239508326,408.9697674001769,408.9697674001769,599.1889973899896,599.1889973899896
2058-05-01,503.2314739079237,407.8212981949245,407.8212981949245,598.641649620923,598.641649620923
2058-06-01,501.53182489764447,405.8220323229492,405.8220323229492,597.2416174723397,597.2416174723397
2058-07-01,500.1737157144287,404.1652412979201,404.1652412979201,596.1821901309373,596.1821901309373
2058-08-01,500.3846164152483,404.0783864776615,404.0783864776615,596.690846352835,596.690846352835
2058-09-01,501.9225376801504,405.3054281169492,405.3054281169492,598.5396472433516,598.5396472433516
2058-10-01,503.42430928724616,406.49597547711875,406.49597547711875,600.3526430973736,600.3526430973736
2058-11-01,504.3781611236762,407.13959917386467,407.13959917386467,601.6167230734877,601.6167230734877
2058-12-01,505.0691851821504,407.5213816962329,407.5213816962329,602.616988668068,602.616988668068
2059-01-01,505.5975207121489,407.7414529402062,407.7414529402062,603.4535884840915,603.4535884840915
2059-02-01,506.04165780279567,407.8782937882771,407.8782937882771,604.2050218173142,604.2050218173142
2059-03-01,506.40755519765077,407.93785392103104,407.93785392103104,604.8772564742706,604.8772564742706
2059-04-01,506.4573485270691,407.682260046387,407.682260046387,605.2324370077512,605.2324370077512
2059-05-01,505.60944003990954,406.5299056282742,406.5299056282742,604.6889744515449,604.6889744515449
2059-06-01,503.9097910296303,404.52674330978016,404.52674330978016,603.2928387494804,603.2928387494804
2059-07-01,502.5516818464145,402.86604492246414,402.86604492246414,602.2373187703649,602.2373187703649
2059-08-01,502.7625825472341,402.77527213390897,402.77527213390897,602.7498929605592,602.7498929605592
2059-09-01,504.30050381213624,403.9985587106708,403.9985587106708,604.6024489136017,604.6024489136017
2059-10-01,505.802275419232,405.1853546481992,405.1853546481992,606.4191961902648,606.4191961902648
2059-11-01,506.756127255662,405.82521375661963,405.82521375661963,607.6870407547044,607.6870407547044
2059-12-01,507.44715131413625,406.2032188833083,406.2032188833083,608.6910837449642,608.6910837449642
2060-01-01,507.9754868441347,406.41950027335224,406.41950027335224,609.5314734149172,609.5314734149172
2060-02-01,508.4196239347815,406.55253914940135,406.55253914940135,610.2867087201616,610.2867087201616
2060-03-01,508.7855213296366,406.6082855235202,406.6082855235202,610.962757135753,610.962757135753
2060-04-01,508.8353146590549,406.3488664266881,406.3488664266881,611.3217628914217,611.3217628914217
2060-05-01,507.9874061718954,405.192675637726,405.192675637726,610.7821367060648,610.7821367060648
2060-06-01,506.2877571616161,403.18566610668597,403.18566610668597,609.3898482165463,609.3898482165463
2060-07-01,504.92964797840034,401.5211099643975,401.5211099643975,608.3381859924032,608.3381859924032
2060-08-01,505.14054867921993,401.4264691702413,401.4264691702413,608.8546281881986,608.8546281881986
2060-09-01,506.67846994412207,402.6460447228229,402.6460447228229,610.7108951654212,610.7108951654212
2060-10-01,508.1802415512178,403.82913316768224,403.82913316768224,612.5313499347534,612.5313499347534
2060-11-01,509.13409338764785,404.46527212591985,404.46527212591985,613.8029146493759,613.8029146493759
2060-12-01,509.8251174461221,404.8395447812709,404.8395447812709,614.8106901109733,614.8106901109733
2061-01-01,510.35345297612054,405.05208170673046,405.05208170673046,615.6548242455106,615.6548242455106
2061-02-01,510.7975900667673,405.18136444465415,405.18136444465415,616.4138156888805,616.4138156888805
2061-03-01,511.1634874616224,405.2333433188512,405.2333433188512,617.0936316043936,617.0936316043936
2061-04-01,511.21328079104075,404.9701456643161,404.9701456643161,617.4564159177654,617.4564159177654
2061-05-01,510.3653723038812,403.8101655563803,403.8101655563803,616.9205790513821,616.9205790513821
2061-06-01,508.66572329360196,401.7993562343183,401.7993562343183,615.5320903528857,615.5320903528857
2061-07-01,507.30761411038617,400.1309901111022,400.1309901111022,614.4842381096701,614.4842381096701
2061-08-01,507.51851481120576,400.03252942137595,400.03252942137595,615.0045002010356,615.0045002010356
2061-09-01,509.0564360761079,401.2484364864201,401.2484364864201,616.8644356657957,616.8644356657957
2061-10-01,510.55820768320365,402.4278598718197,402.4278598718197,618.6885554945876,618.6885554945876
2061-11-01,511.5120595196337,403.06032158938376,403.06032158938376,619.9637974498836,619.9637974498836
2061-12-01,512.2030835781079,403.4309051390772,403.4309051390772,620.9752620171387,620.9752620171387
2062-01-01,512.7314191081064,403.6397414023662,403.6397414023662,621.8230968138465,621.8230968138465
2062-02-01,513.1755561987532,403.7653122225431,403.7653122225431,622.5858001749632,622.5858001749632
2062-03-01,513.5414535936083,403.81356821703434,403.81356821703434,623.2693389701822,623.2693389701822
2062-04-01,513.5912469230266,403.54663700734153,403.54663700734153,623.6358568387116,623.6358568387116
2062-05-01,512.743338435867,402.3829129483943,402.3829129483943,623.1037639233398,623.1037639233398
2062-06-01,511.0436894255878,400.36834955235105,400.36834955235105,621.7190292988246,621.7190292988246
2062-07-01,509.685580242372,398.69621949854206,398.69621949854206,620.6749409862019,620.6749409862019
2062-08-01,509.8964809431916,398.5939852816223,398.5939852816223,621.1989766047609,621.1989766047609
2062-09-01,511.43440220809373,399.80626497660853,399.80626497660853,623.0625394395789,623.0625394395789
2062-10-01,512.9361738151895,400.98206432125954,400.98206432125954,624.8902833091194,624.8902833091194
2062-11-01,513.8900256516196,401.6108902640223,401.6108902640223,626.1691610392168,626.1691610392168
2062-12-01,514.5810497100938,401.97782660260924,401.97782660260924,627.1842728175783,627.1842728175783
2063-01-01,515.1093852400923,402.18300450909794,402.18300450909794,628.0357659710866,628.0357659710866
2063-02-01,515.553522330739,402.30490611045565,402.30490611045565,628.8021385510224,628.8021385510224
2063-03-01,515.9194197255941,402.3494823010425,402.3494823010425,629.4893571501458,629.4893571501458
2063-04-01,515.9692130550125,402.07886097273934,402.07886097273934,629.8595651372856,629.8595651372856
